region,energy_ratio,elevation,2,1,0
OA,2.0833333333333335,-10.0,-0.021918451446758955,0.34088034612712487,-2.297859198020732
OA,2.0833333333333335,-9.0,-0.025180058318009988,0.3616448461355679,-1.919102892308184
OA,2.0833333333333335,-8.0,0.0031955126781141197,-0.06354045765688746,-0.2764887432849136
OA,2.0833333333333335,-7.0,-0.00259989728607048,0.058540119277887284,-0.8680258792884119
OA,2.0833333333333335,-6.0,-0.017861692001737525,0.3073734886198866,-2.1080819806944775
OA,2.0833333333333335,-5.0,-0.03224603534731471,0.545452391223461,-3.4173351693005296
OA,2.0833333333333335,-4.0,-0.0401017289981839,0.6552092700217735,-4.384543299963207
OA,2.0833333333333335,-3.0,-0.03502195327176259,0.4189298201996381,-4.4077858382548385
OA,2.127659574468085,-12.0,-7.9512690897872345,14.82219869321877,153.6595444063256
OA,2.127659574468085,-11.0,-0.0640959388830118,0.7786993613510125,-4.246665287860848
OA,2.127659574468085,-10.0,-0.01834579192830622,0.018847264161468466,-1.0247657198536024
OA,2.127659574468085,-9.0,-0.012549355352485074,0.009412286868384787,-1.2805818241835039
OA,2.127659574468085,-8.0,-0.011260710036176215,0.1005466638354124,-1.7536125542832126
OA,2.127659574468085,-7.0,-0.013058920280592004,0.21676047495110345,-2.539679162865934
OA,2.127659574468085,-6.0,-0.023414456643963626,0.2898240506486371,-3.4677591657670908
OA,2.127659574468085,-5.0,-25.796157148831867,294.4339017336945,-845.1087147594922
OA,2.1739130434782608,-12.0,-23.466696120099094,267.4196569242898,-765.2456189116278
SG,1.639344262295082,2.0,-89.48432640196714,1369.0836225972503,-5244.509044887616
SG,1.6666666666666667,2.0,0.16599098660164974,-2.633255430834719,4.897285535954414
SG,1.694915254237288,1.0,0.03260909287501576,-0.507085204878746,-3.2969245451181353
SG,1.694915254237288,2.0,-38.36961189706153,611.1958271078829,-2436.964947741404
SG,1.694915254237288,4.0,-0.9963511913626762,15.376107634475524,-65.32898235449937
SG,1.7241379310344827,0.0,-0.12685117031228169,2.326762253236727,-15.02489392600594
SG,1.7241379310344827,1.0,-0.006084173527379208,0.1924192705237382,-6.542723902763052
SG,1.7241379310344827,2.0,-0.0676648866018152,1.2389317375786115,-7.615502054119906
SG,1.7241379310344827,3.0,-0.04760532179864514,0.689241552443048,-3.8584524759961703
SG,1.7241379310344827,4.0,-0.34316333319621983,4.8167805860944775,-18.89503486534135
SG,1.7241379310344827,5.0,-32.603045657304776,471.8213973088136,-1708.113620236212
SG,1.7543859649122806,-1.0,1.5441656687074505,-2.261926095481066,-131.19787283637868
SG,1.7543859649122806,0.0,-0.01879510391628205,0.44271862059930944,-5.1705609885881305
SG,1.7543859649122806,1.0,-0.035741095353400004,0.65241111384186,-4.02052856030909
SG,1.7543859649122806,2.0,-0.06620726260019881,1.067444132999198,-5.023577598481146
SG,1.7543859649122806,3.0,-0.029661322341485587,0.3406034671808529,-1.9533907404734534
SG,1.7543859649122806,4.0,-0.10231398173038667,1.1171261615798442,-4.3628699691156
